phenocode,phenotype,category,chapter_prefix,num_cases,num_controls,finngen_R12_url
C3_CIRCULATING_LYMPHOID,Rare circulating lymphoid malignancy,"II Neoplasms, from cancer register (ICD-O-3)",II,1044,499304,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID.gz
C3_CIRCULATING_LYMPHOID_EXALLC,"Rare circulating lymphoid malignancy, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,1044,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CIRCULATING_LYMPHOID_EXALLC.gz
C3_SMALL_INTESTINE_EXALLC,"Malignant neoplasm of small intestine, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,1034,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SMALL_INTESTINE_EXALLC.gz
C3_STOMACH_ADENO_EXALLC,"Adenocarcinoma and papillary adenocarcinoma of stomach, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,1023,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_STOMACH_ADENO_EXALLC.gz
C3_MYELODYSP_SYNDR_EXALLC,"Myelodysplastic syndrome, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,979,378296,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MYELODYSP_SYNDR_EXALLC.gz
C3_HEPATOCELLU_CARC_EXALLC,"Hepatocellular carcinoma, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,947,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_HEPATOCELLU_CARC_EXALLC.gz
C3_CLL_EXALLC,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,935,378742,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CLL_EXALLC.gz
C3_SCLC_EXALLC,"Small cell lung cancer, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,909,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_SCLC_EXALLC.gz
C3_CERVIX_UTERI_EXALLC,"Malignant neoplasm of cervix uteri, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,878,222078,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_CERVIX_UTERI_EXALLC.gz
C3_MYELOMA_MONOCLONAL,"Multiple myeloma, Monoclonal gammopathy of undetermined significance (MGUS)","II Neoplasms, from cancer register (ICD-O-3)",II,831,499517,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MYELOMA_MONOCLONAL.gz
C3_TONSIL_BASETONGUE_EXALLC,"Malignant cancer of tonsil and base of tongue, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,813,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_TONSIL_BASETONGUE_EXALLC.gz
C3_TESTIS_EXALLC,"Malignant neoplasm of testis, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,687,156671,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_TESTIS_EXALLC.gz
C3_BONE_CARTILAGE_EXALLC,"Malignant neoplasm of bone and articular cartilage, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,648,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_BONE_CARTILAGE_EXALLC.gz
C3_AML_MDS,Acute myeloid leukaemia and myelodysplastic syndromes,"II Neoplasms, from cancer register (ICD-O-3)",II,602,499746,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_AML_MDS.gz
C3_EYE_ADNEXA_EXALLC,"Malignant neoplasm of eye and adnexa, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,554,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_EYE_ADNEXA_EXALLC.gz
C3_GBM_ASTROCYTOMA_EXALLC,"Brain glioblastoma and astrocytoma, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,544,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_GBM_ASTROCYTOMA_EXALLC.gz
C3_MARGINAL_ZONE_LYMPHOMA_EXALLC,"Marginal zone B-cell lymphoma, excluding all cancers (controls excluding all cancers)","II Neoplasms, from cancer register (ICD-O-3)",II,513,378749,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC.gz
D3_ANAEMIA,Anaemias,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,37924,111976,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIA.gz
D3_ANAEMIA_IRONDEF,Iron deficiency anaemia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,19321,477015,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIA_IRONDEF.gz
D3_ANAEMIANAS,Other and unspecified anaemias,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,18961,479581,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIANAS.gz
D3_ANAEMIA_IRONDEF_NAS,Other and unspecified iron deficiency,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,14595,477015,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIA_IRONDEF_NAS.gz
D3_BLOODOTHER,"Other diseases of blood and blood-forming organs, wide",III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,9124,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_BLOODOTHER.gz
D3_COAGDEF_PURPUR_HAEMORRHAGIC,"Coagulation defects, purpura and other haemorrhagic conditions",III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,8073,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_COAGDEF_PURPUR_HAEMORRHAGIC.gz
D3_IMMUNEMECHANISM,Certain disorders involving the immune mechanism,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,8037,492311,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUNEMECHANISM.gz
D3_ANAEMIA_IRONDEF_BLOODLOSS,Iron deficiency anaemia secondary to blood loss (chronic),III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,6667,477015,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIA_IRONDEF_BLOODLOSS.gz
D3_SARCOIDOSIS,Sarcoidosis,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,5411,492311,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SARCOIDOSIS.gz
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC,Purpura and other haemorrhagic conditions,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,5340,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_PURPURA_AND3_OTHER_HAEMORRHAGIC.gz
D3_ANAEMIA_B12_DEF,Vitamin B12 deficiency anaemia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,4426,477015,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIA_B12_DEF.gz
D3_AGRANULOCYTOSIS,Agranulocytosis,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,4238,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_AGRANULOCYTOSIS.gz
D3_COAGOTHER,Other coagulation defects,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,2769,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_COAGOTHER.gz
D3_THROMBOCYTOPENIANAS,"Thrombocytopenia, unspecified",III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,2567,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_THROMBOCYTOPENIANAS.gz
DRUGADVERS_NEUTROPENIA,Drug-induced neutropenia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,2547,497801,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_NEUTROPENIA.gz
D3_OTHERBLOOD,Other diseases of blood and blood-forming organs,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,2517,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERBLOOD.gz
D3_OTHERWHITECELL,Other disorders of white blood cells,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1966,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_OTHERWHITECELL.gz
D3_COAGDEFNAS,Other and unspecified coagulation defects,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1786,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_COAGDEFNAS.gz
D3_IMMUDEF,Immunodeficiencies,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1747,498601,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEF.gz
D3_WHITEBLOODCELLNAS,Other and unspecified disorders of white blood cells,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1414,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_WHITEBLOODCELLNAS.gz
D3_ACUTEPOSTBLEEDANAEMIA,Acute posthaemorrhagic anaemia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1295,479581,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ACUTEPOSTBLEEDANAEMIA.gz
D3_ALLERGPURPURA,Allergic purpura,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1140,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ALLERGPURPURA.gz
D3_HAEMOLYTICANAEMIA,Haemolytic anaemias,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1118,499230,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMOLYTICANAEMIA.gz
D3_ITP,Idiopathic thrombocytopenic purpura,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,1064,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ITP.gz
D3_IMMUDEFANTIBODY,Immunodeficiency with predominantly antibody defects,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,919,492311,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_IMMUDEFANTIBODY.gz
D3_COAGDEF,Chronic Coagulation defects,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,876,499472,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_COAGDEF.gz
D3_BLOODNAS,Other and unspecified diseases of blood and blood-forming organs,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,864,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_BLOODNAS.gz
D3_SCNDPOLYCYTHAEMIA,Secondary polycythaemia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,809,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SCNDPOLYCYTHAEMIA.gz
D3_ANAEMIAINCHRONICDISEASE,Anaemia in chronic diseases classified elsewhere,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,805,479581,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ANAEMIAINCHRONICDISEASE.gz
D3_ACQHAEMOLYTICANAEMIA,Acquired haemolytic anaemia,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,803,499230,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_ACQHAEMOLYTICANAEMIA.gz
D3_SPLEENDISEASE,Diseases of spleen,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,580,491224,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_SPLEENDISEASE.gz
D3_HAEMORRHAGICNAS,Other and unspecified haemorrhagic conditions,III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,553,492275,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_D3_HAEMORRHAGICNAS.gz
ESOSINOPHIL_DISEASE,Eosinophilic disease (BM),III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_),III,546,272877,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ESOSINOPHIL_DISEASE.gz
E4_METABOLIA,Metabolic disorders,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,80282,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_METABOLIA.gz
E4_THYROID,Disorders of the thyroid gland,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,76140,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYROID.gz
E4_LIPOPROT,Disorders of lipoprotein metabolism and other lipidaemias,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,59366,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_LIPOPROT.gz
E4_HYTHY_AI_STRICT,"Hypothyroidism, strict autoimmune","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,54752,362639,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYTHY_AI_STRICT.gz
E4_HYPERCHOL,Pure hypercholesterolaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,42985,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERCHOL.gz
E4_PCOS_CONCORTIUM,"Polycystic ovarian syndrome, consortium definition","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,42630,239434,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_PCOS_CONCORTIUM.gz
E4_OBESITY,Obesity,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,31499,468693,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OBESITY.gz
E4_OBESITYCAL,Obesity due to excess calories,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,22389,468849,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OBESITYCAL.gz
E4_ENDOGLAND,Disorders of other endocrine glands,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,21279,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ENDOGLAND.gz
E4_HYPERLIPNAS,"Hyperlipidaemia, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,17615,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERLIPNAS.gz
HYPOTHY_REIMB,"Hypothyroidism, drug reimbursement","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,16150,111954,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_HYPOTHY_REIMB.gz
E4_OBESITYNAS,"Obesity, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,15896,468849,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OBESITYNAS.gz
E4_FLUIDELECTRO,"Other disorders of fluid, electrolyte and acid-base balance","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,13550,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_FLUIDELECTRO.gz
E4_NONTOXIC_THYROID,Nontoxic goitre/thyroid nodule,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,12852,487496,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_NONTOXIC_THYROID.gz
E4_PARATHYRO,Disorders of parathyroid gland,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,8655,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_PARATHYRO.gz
E4_GOITREMULTINOD,Nontoxic multinodular goitre,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,8337,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GOITREMULTINOD.gz
E4_HYPERPARA,Hyperparathyroidism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,7591,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERPARA.gz
E4_HYPOOSMNAT,Hypo-osmolality and hyponatraemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,7130,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPOOSMNAT.gz
E4_FH,Familial hypercholesterolemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,6545,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_FH.gz
E4_THYTOXGOITDIF,Thyrotoxicosis with diffuse goitre,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,5996,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYTOXGOITDIF.gz
E4_LIPOPROTNAS,"Disorder of lipoprotein metabolism, unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,5471,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_LIPOPROTNAS.gz
E4_ENDOMETPOSTOP,"Postprocedural endocrine and metabolic disorders, not elsewhere classified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,5016,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ENDOMETPOSTOP.gz
E4_PCOS_BROAD,"Polycystic ovarian syndrome, broad definition","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,4810,273021,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_PCOS_BROAD.gz
E4_HYPOKALAEMIA,Hypokalaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,4638,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPOKALAEMIA.gz
E4_GRAVES_STRICT,"Graves disease, strict definition","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3962,496386,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GRAVES_STRICT.gz
E4_VOLUME,Volume depletion,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3729,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_VOLUME.gz
E4_FH_IHD,"Familial hypercholesterolemia, with ischemic heart disease","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3596,416260,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_FH_IHD.gz
E4_GLUCOPANCREAS,Other disorders of glucose regulation and pancreatic internal secretion,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3387,496961,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GLUCOPANCREAS.gz
E4_GOITRENAS,Other and/or unspecified nontoxic goitre,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3151,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GOITRENAS.gz
E4_MINERAL_MET,Disorders of mineral metabolism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3094,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_MINERAL_MET.gz
E4_OVARDYS,Ovarian dysfunction,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,3045,267780,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OVARDYS.gz
E4_GOITRENOD,Nontoxic single thyroid nodule,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2775,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GOITRENOD.gz
E4_HYPOPIT,Hypopituitarism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2665,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPOPIT.gz
AUTOIMMUNE_HYPERTHYROIDISM,Autoimmune hyperthyroidism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2469,370637,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_AUTOIMMUNE_HYPERTHYROIDISM.gz
E4_PCOS,Polycystic ovarian syndrome,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2214,267780,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_PCOS.gz
E4_THYTOXGOITMULT,Thyrotoxicosis with toxic multinodular goitre,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2149,489345,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYTOXGOITMULT.gz
E4_ENDODIS,Other endocrine disorders,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2056,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ENDODIS.gz
E4_HYPERKALAEMIA,Hyperkalaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,2019,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERKALAEMIA.gz
E4_HYPERPIT,Hyperfunction of pituitary gland,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1917,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERPIT.gz
VIT_DEF,"Vitamin deficiency, wide","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1784,467142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_VIT_DEF.gz
E4_HYPERLIPMIX,Mixed hyperlipidaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1495,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERLIPMIX.gz
E4_OBESITYXTRMALV,Extreme obesity with alveolar hypoventilation,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1415,468849,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OBESITYXTRMALV.gz
E4_HYPERPRO,Hyperprolactinaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1330,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERPRO.gz
E4_THYROIDITSUBAC,Subacute thyroiditis,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1325,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYROIDITSUBAC.gz
E4_ADDISON,Adrenocortical insufficiency,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1267,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ADDISON.gz
E4_HYPOPARA,Hypoparathyroidism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1249,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPOPARA.gz
E4_GOITREDIFF,Nontoxic diffuse goitre,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1147,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GOITREDIFF.gz
E4_TESTICHYPO,Testicular hypofunction,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1107,211289,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_TESTICHYPO.gz
E4_CONGEIOD,Congenital iodine-deficiency syndrome/hypothyroidism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1101,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_CONGEIOD.gz
E4_LACTONAS,"Lactose intolerance, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,1020,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_LACTONAS.gz
E4_HYPERALDO,Hyperaldosteronism,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,931,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERALDO.gz
GRAVES_OPHT,Graves ophthalmopathy,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,858,499490,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_GRAVES_OPHT.gz
E4_HYPERGLYCER,Pure hyperglyceridaemia,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,789,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPERGLYCER.gz
E4_FE_DEF,Iron deficiency,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,787,467142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_FE_DEF.gz
E4_VIT_B_DEF,Deficiency of other B group vitamins,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,763,467142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_VIT_B_DEF.gz
E4_GRAVES_OPHT_STRICT,"Graves ophthalmopathy, strict","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,753,499595,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_GRAVES_OPHT_STRICT.gz
E4_ENDODISNAS,"Endocrine disorders, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,721,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ENDODISNAS.gz
E4_THYROIDITAUTOIM,Autoimmune thyroiditis,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,688,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYROIDITAUTOIM.gz
E4_ACIDOSIS,Acidosis,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,670,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_ACIDOSIS.gz
E4_MALNUTRITION,Malnutrition,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,670,499678,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_MALNUTRITION.gz
